"DATE","TYPE","FROM ACCOUNT","TO ACCOUNT/TO CATEGORY","AMOUNT","CURRENCY","AMOUNT 2","CURRENCY 2","TAGS","NOTES"
"20/06/2024","Expense","EastWest CC","Leisure (Video Games)","65.32","PHP","65.32","PHP","","Shadow Tactics: Blades of the Shogun - Aiko's Choice Soundtrack"
"20/06/2024","Expense","EastWest CC","Leisure (Video Games)","137.77","PHP","137.77","PHP","","Shadow Tactics: Blades of the Shogun - Aiko's Choice"
"20/06/2024","Transfer","Kren","Wallet Cash","499","PHP","499","PHP","","CC Repay"
"20/06/2024","Expense","Expected Expense","Household  (Lost)","90","PHP","90","PHP","","MySukli Fiasco"
"20/06/2024","Transfer","MySukli Kisok","Expected Expense","90","PHP","90","PHP","","Globe GSakto 90"
"20/06/2024","Transfer","Wallet Cash","MySukli Kisok","100","PHP","100","PHP","","Cash In"
"20/06/2024","Transfer","Wallet Cash","GCash","100","PHP","100","PHP","","Cash In"
"20/06/2024","Expense","EastWest CC","Health (Hygiene)","110","PHP","110","PHP","","Colgate Toothbrush Bamboo Charcoal"
"20/06/2024","Expense","EastWest CC","Household  (Items)","10","PHP","10","PHP","","Robinson's Sando Bag"
"20/06/2024","Expense","EastWest CC","Food (Junk Food)","84.75","PHP","84.75","PHP","","Monster Energy 355mL"
"20/06/2024","Expense","EastWest CC","Food (Junk Food)","44.5","PHP","44.5","PHP","","Mentos Mint 50s 135g"
"20/06/2024","Expense","EastWest CC","Food (Junk Food)","32.5","PHP","32.5","PHP","","Lucky Me Cup Noodles Batchoy 70g"
"20/06/2024","Expense","EastWest CC","Food (Junk Food)","52","PHP","52","PHP","","Meiji Bars Black 50g"
"20/06/2024","Expense","EastWest CC","Kren","499","PHP","499","PHP","","Kren Borrow"
"20/06/2024","Transfer","EastWest CC","EastWest CC","499","PHP","499","PHP","","Kren Borrow"
"20/06/2024","Transfer","EastWest CC","EastWest CC","333.75","PHP","333.75","PHP","","Robinson's Grocery"
"20/06/2024","Expense","Wallet Cash","Health (Hygiene)","243","PHP","243","PHP","","Nightol 30pcs"
"20/06/2024","Expense","Wallet Cash","Food (Junk Food)","95","PHP","95","PHP","","Monster Energy Ultra 355mL"
"19/06/2024","Transfer","Wallet Cash","Expected Expense","221","PHP","221","PHP","","Snack Run"
"19/06/2024","Expense","Expected Expense","Food (Junk Food)","86","PHP","86","PHP","","Minute Burger 50/50 Chicken-Veggie Burger"
"19/06/2024","Expense","Expected Expense","Food (Junk Food)","40","PHP","40","PHP","","Nissin Cup Noodles"
"19/06/2024","Expense","Expected Expense","Food (Junk Food)","95","PHP","95","PHP","","Monster Energy Ultra 355mL"
"19/06/2024","Expense","Kren","Unsorted","939.5","PHP","939.5","PHP","","Write Off"
"19/06/2024","Expense","Wallet Cash","Gifts (Material)","3500","PHP","3500","PHP","","Anniversary Gift"
"19/06/2024","Transfer","Kren","Wallet Cash","95","PHP","95","PHP","","Monster Return"
"19/06/2024","Transfer","Kren","Wallet Cash","1600","PHP","1600","PHP","","WiFi Return"
"19/06/2024","Expense","Wallet Cash","Kren","2200","PHP","2200","PHP","","Settle Debt"
"19/06/2024","Expense","Wallet Cash","Kren","1000","PHP","1000","PHP","","Settle Electricity"
"19/06/2024","Expense","Wallet Cash","Pets (Food)","100","PHP","100","PHP","","JerHigh Dog Treats Chicken Bacon"
"19/06/2024","Expense","Wallet Cash","Pets (Food)","115","PHP","115","PHP","","Ciao Treats x4"
"19/06/2024","Expense","Wallet Cash","Pets (Food)","90","PHP","90","PHP","","Aozi Cat Can Tuna & Chicken"
"19/06/2024","Expense","Wallet Cash","Pets (Food)","175","PHP","175","PHP","","Aozi Dry Food Tuna"
"19/06/2024","Expense","Wallet Cash","Pets (Food)","175","PHP","175","PHP","","Aozi Dry Food Salmon"
"19/06/2024","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","15","PHP","15","PHP","","ATM Withdrawal Fee"
"19/06/2024","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","10000","PHP","10000","PHP","","Withdraw"
"18/06/2024","Income","Wallet Cash","Discovery","5","PHP","5","PHP","","Found"
"18/06/2024","Expense","Wallet Cash","Kren","95","PHP","95","PHP","","Lenno's Monster"
"18/06/2024","Expense","Wallet Cash","Health (Hygiene)","15","PHP","15","PHP","","Sister's Night Pad for Kren"
"18/06/2024","Expense","Wallet Cash","Gifts (Material)","64","PHP","64","PHP","","Kren's KitKat"
"18/06/2024","Expense","Wallet Cash","Food (Junk Food)","95","PHP","95","PHP","","Monster Energy Ultra 355mL"
"18/06/2024","Expense","Wallet Cash","Food (Junk Food)","46","PHP","46","PHP","","Mi Sedaap Noodles"
"17/06/2024","Expense","Wallet Cash","Kren","1600","PHP","1600","PHP","","Borrow for WiFi"
"16/06/2024","Transfer","GCash","Wallet Cash","40","PHP","40","PHP","","Withdraw"
"16/06/2024","Expense","Wallet Cash","Household ","5","PHP","5","PHP","","Unaccounted for"
"15/06/2024","Expense","Wallet Cash","Transport (Commute)","135","PHP","135","PHP","","Bus from SM North EDSA to Kren's"
"15/06/2024","Expense","Wallet Cash","Transport (Commute)","100","PHP","100","PHP","","Bus from Intersection to SM North EDSA"
"15/06/2024","Expense","Wallet Cash","Transport (Commute)","30","PHP","30","PHP","","Bus from SM MOA to Intersection"
"15/06/2024","Expense","EastWest CC","Food (Restaurant)","1759.06","PHP","1759.06","PHP","","Santouka w Kren"
"15/06/2024","Expense","EastWest CC","Leisure (Literature)","179","PHP","179","PHP","","H. P. Lovecraft's Selected Stories"
"15/06/2024","Expense","EastWest CC","Leisure (Literature)","179","PHP","179","PHP","","Dante's Inferno"
"15/06/2024","Expense","EastWest CC","Leisure (Literature)","1399","PHP","1399","PHP","","Adventures of Sherlock Holmes and Other Stories"
"15/06/2024","Expense","EastWest CC","Food (Junk Food)","100","PHP","100","PHP","","Ikea Dark Chocolate"
"15/06/2024","Expense","EastWest CC","Gifts (Material)","990","PHP","990","PHP","","Ikea Shark Plushie"
"15/06/2024","Expense","Wallet Cash","Transport (Commute)","150","PHP","150","PHP","","Taxi from Taft Avenue to MOA"
"15/06/2024","Expense","EastWest CC","Food (Junk Food)","56.25","PHP","56.25","PHP","","Bacchus Energy 250ml"
"15/06/2024","Expense","EastWest CC","Food (Junk Food)","41.5","PHP","41.5","PHP","","Meiji Apochoco"
"15/06/2024","Expense","EastWest CC","Food (Junk Food)","47","PHP","47","PHP","","Snickers"
"15/06/2024","Expense","Wallet Cash","Transport (Commute)","56","PHP","56","PHP","","MRT from North EDSA to Taft Avenue"
"15/06/2024","Expense","Wallet Cash","Food (Junk Food)","117","PHP","117","PHP","","Tender Juicy Sandwich x2"
"15/06/2024","Expense","Wallet Cash","Transport (Commute)","30","PHP","30","PHP","","Bus from Kren's to Trinoma"
"15/06/2024","Transfer","EastWest CC","EastWest CC","4750.81","PHP","4750.81","PHP","","MOA Budget"
"15/06/2024","Transfer","Kren","Wallet Cash","2200","PHP","2200","PHP","","Borrow"
"14/06/2024","Transfer","EastWest CC","EastWest CC","162.98","PHP","162.98","PHP","","YouTube Premium Monthly"
"14/06/2024","Expense","EastWest CC","Software (Subscriptions)","162.98","PHP","162.98","PHP","","YouTube Premium Monthly"
"14/06/2024","Expense","Wallet Cash","Household  (Water)","104","PHP","104","PHP","","Water Refill"
"13/06/2024","Income","Wallet Cash","Giveaways","50","PHP","50","PHP","","Found"
"13/06/2024","Expense","Wallet Cash","Food (Junk Food)","27","PHP","27","PHP","","Nissin Cup Noodles Mini Beef"
"13/06/2024","Expense","Wallet Cash","Food (Junk Food)","40","PHP","40","PHP","","Nissin Cup Noodles Bulalo"
"13/06/2024","Expense","Wallet Cash","Food (Junk Food)","4","PHP","4","PHP","","Kren's 7/11 Shared"
"13/06/2024","Expense","Wallet Cash","Food","95","PHP","95","PHP","","Monster Energy 355mL"
"11/06/2024","Expense","Wallet Cash","Household ","982","PHP","982","PHP","","Unaccounted for"
"10/06/2024","Expense","Wallet Cash","Transport (Commute)","50","PHP","50","PHP","","Tricycle from Hungry Paws to Sitio Bacood"
"10/06/2024","Expense","Wallet Cash","Household  (Electricity)","3000","PHP","3000","PHP","","Electricity Shared"
"10/06/2024","Expense","Wallet Cash","Transport (Motorcycle Taxi)","110","PHP","110","PHP","","Angkas from Gateway to Kren's"
"10/06/2024","Expense","Wallet Cash","Transport (Commute)","366","PHP","366","PHP","","Grab from NAIA to Home"
"09/06/2024","Expense","EastWest CC","Gifts (Material)","654","PHP","654","PHP","","Dairy Queen Treat Fam"
"09/06/2024","Transfer","EastWest CC","EastWest CC","654","PHP","654","PHP","","Dairy Queen Treat Fam"
"09/06/2024","Transfer","EastWest CC","EastWest CC","2910","PHP","2910","PHP","","Ikea Treat Fam"
"09/06/2024","Expense","EastWest CC","Gifts (Material)","2910","PHP","2910","PHP","","Ikea Treat Fam"
"09/06/2024","Expense","Wallet Cash","Transport (Commute)","120","PHP","120","PHP","","Taxi from MOA to MRT Taft Avenue"
"09/06/2024","Expense","EastWest CC","Household  (Items)","100","PHP","100","PHP","","Ikea Hangers"
"09/06/2024","Expense","EastWest CC","Household  (Items)","700","PHP","700","PHP","","Ikea Bath Towels"
"09/06/2024","Transfer","EastWest CC","EastWest CC","800","PHP","800","PHP","","Ikea Towels + Hanger"
"09/06/2024","Expense","GCash","Household  (Internet)","101","PHP","101","PHP","","GCash Weekly Load"
"09/06/2024","Income","GCash","Giveaways","100","PHP","100","PHP","","Mudra Gift GCash Load"
"09/06/2024","Expense","Wallet Cash","Transport (Motorcycle Taxi)","324","PHP","324","PHP","","Angkas from Kren's to MOA"
"09/06/2024","Expense","Wallet Cash","Transport (Commute)","50","PHP","50","PHP","","Tricycle from Hungry Paws to Sitio Bacood"
"09/06/2024","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","15","PHP","15","PHP","","ATM Withdraw Fee"
"09/06/2024","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","2100","PHP","2100","PHP","","Withdraw"
"09/06/2024","Expense","Wallet Cash","Pets (Food)","300","PHP","300","PHP","","Assorted Food"
"09/06/2024","Expense","Wallet Cash","Pets (Grooming)","900","PHP","900","PHP","","Lee Chou Groom"
"09/06/2024","Expense","Wallet Cash","Pets (Grooming)","600","PHP","600","PHP","","Diego Groom"
"09/06/2024","Expense","Wallet Cash","Pets (Grooming)","600","PHP","600","PHP","","Miho Groom"
"09/06/2024","Expense","Wallet Cash","Transport (Commute)","50","PHP","50","PHP","","Tricycle from Sitio Bacood to Hungry Paws"
"07/06/2024","Expense","Wallet Cash","Transport (Commute)","179","PHP","179","PHP","","Taxi from 7/11 Aurora to Kren's"
"07/06/2024","Expense","Wallet Cash","Food (Packaged Foods)","32","PHP","32","PHP","","Selecta Moo"
"07/06/2024","Expense","Wallet Cash","Food (Packaged Foods)","25","PHP","25","PHP","","Sip Bottled Water"
"07/06/2024","Expense","Wallet Cash","Food (Junk Food)","45","PHP","45","PHP","","7/11 Hot Dog Sandwich"
"07/06/2024","Expense","Wallet Cash","Food (Junk Food)","36","PHP","36","PHP","","Trolli Gummy Bears"
"07/06/2024","Expense","Wallet Cash","Clothing (Laundry)","175","PHP","175","PHP","","Laundry"
"07/06/2024","Expense","Wallet Cash","Transport (Commute)","120","PHP","120","PHP","","Taxi from Kren's to JT's Manukan"
"07/06/2024","Expense","Wallet Cash","Household  (Items)","4000","PHP","4000","PHP","","Credit Card Payment"
"07/06/2024","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","10000","PHP","10000","PHP","","Withdraw"
"07/06/2024","Expense","Wallet Cash","Food (Junk Food)","90","PHP","90","PHP","","KitKat for Kren x3"
"07/06/2024","Expense","Wallet Cash","Transport (Motorcycle Taxi)","106","PHP","106","PHP","","Angkas from Gateway to Kren's"
"06/06/2024","Expense","GCash","Transport (Motorcycle Taxi)","97","PHP","97","PHP","","Angkas from Kren's to Home"
"04/06/2024","Income","Wallet Cash","Giveaways","10","PHP","10","PHP","","Freebie"
"04/06/2024","Income","EastWest HPL Game Design Corporation","Giveaways","0.13","PHP","0.13","PHP","","Freebie"
"04/06/2024","Income","EastWest HPL Game Design Corporation","DigiLance Salary","22165.7","PHP","22165.7","PHP","","DigiLance March Salary"
"04/06/2024","Expense","GCash","Household  (Internet)","101","PHP","101","PHP","","GCash Weekly Load"
"03/06/2024","Expense","Wallet Cash","Transport (Shipping)","66","PHP","66","PHP","","Angkas Delivery"
"03/06/2024","Expense","Wallet Cash","Transport (Commute)","50","PHP","50","PHP","","Tricycle from Cherry to Kren's"
"03/06/2024","Expense","Wallet Cash","Pets (Food)","90","PHP","90","PHP","","Aozi Canned Food"
"03/06/2024","Expense","Wallet Cash","Pets (Food)","190","PHP","190","PHP","","Aozi Dry Food"
"27/05/2024","Expense","GCash","Household  (Internet)","101","PHP","101","PHP","","GCash Weekly Load"
"27/05/2024","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","10","PHP","10","PHP","","Transfer Fee"
"27/05/2024","Transfer","EastWest HPL Game Design Corporation","GCash","330","PHP","330","PHP","","Transfer"
"27/05/2024","Transfer","Theolo","Wallet Cash","500","PHP","500","PHP","","Change settled by Kren"
"27/05/2024","Expense","Wallet Cash","Transport (Shipping)","106","PHP","106","PHP","","Angkas Padala - Cables from Imperial"
"26/05/2024","Income","Wallet Cash","Giveaways","66","PHP","66","PHP","","Unaccounted for"
"26/05/2024","Expense","Wallet Cash","Kren","300","PHP","300","PHP","","Kren's Share of Wonderhome Spray"
"26/05/2024","Expense","Wallet Cash","Household  (Rent)","330","PHP","330","PHP","","Wonderhome Natural Pet Urine Stain Odor Eliminator"
"26/05/2024","Transfer","Kren","Wallet Cash","1000","PHP","1000","PHP","","Borrow for Lazada"
"25/05/2024","Transfer","Wallet Cash","Theolo","500","PHP","500","PHP","","Dinner with Fam Change"
"25/05/2024","Expense","Wallet Cash","Food (Restaurant)","500","PHP","500","PHP","","Dinner with Fam"
"25/05/2024","Expense","GCash","Household  (Transaction Fees)","10","PHP","10","PHP","","Transfer Fee"
"25/05/2024","Transfer","GCash","Wallet Cash","1500","PHP","1500","PHP","","Transfer"
"25/05/2024","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","10","PHP","10","PHP","","Transfer Fee"
"25/05/2024","Transfer","EastWest HPL Game Design Corporation","GCash","1500","PHP","1500","PHP","","Transfer"
"25/05/2024","Expense","Wallet Cash","Transport (Commute)","220","PHP","220","PHP","","Taxi from Home to Kren's "
"25/05/2024","Expense","Wallet Cash","Transport (Commute)","181","PHP","181","PHP","","Taxi from Kren's to Home"
"25/05/2024","Transfer","GCash","Wallet Cash","188","PHP","188","PHP","","Transfer"
"22/05/2024","Expense","EastWest HPL Game Design Corporation","Food (Junk Food)","1275.95","PHP","1275.95","PHP","","Assorted Groceries (Bad Receipt)"
"22/05/2024","Expense","Wallet Cash","Food (Junk Food)","48","PHP","48","PHP","","Choco Baby 32g"
"22/05/2024","Expense","Wallet Cash","Household  (Items)","66","PHP","66","PHP","","Japan Home Mason Jar"
"22/05/2024","Expense","Wallet Cash","Food (Packaged Foods)","88","PHP","88","PHP","","Oroshi Nama Wasabi 43g"
"22/05/2024","Expense","Wallet Cash","Food (Junk Food)","138","PHP","138","PHP","","Sesame Mochi Ball"
"22/05/2024","Expense","Wallet Cash","Health (Hygiene)","88","PHP","88","PHP","","Japan Home Sleep Mask + Ear Plugs"
"22/05/2024","Expense","Wallet Cash","Clothing (Footwear)","66","PHP","66","PHP","","Japan Home Socks"
"22/05/2024","Expense","Wallet Cash","Transport (Commute)","50","PHP","50","PHP","","Bus from Circle C to Kren's"
"22/05/2024","Expense","Wallet Cash","Transport (Commute)","30","PHP","30","PHP","","Bus from Kren's to Circle C"
"20/05/2024","Transfer","GCash","Wallet Cash","280","PHP","280","PHP","","Transfer"
"20/05/2024","Expense","Wallet Cash","Food (Junk Food)","95","PHP","95","PHP","","Monster Original 355ml"
"20/05/2024","Expense","GCash","Household  (Internet)","101","PHP","101","PHP","","GCash Weekly Load"
"19/05/2024","Expense","Wallet Cash","Household  (Lost)","10","PHP","10","PHP","","Unaccounted for"
"19/05/2024","Expense","Wallet Cash","Gifts (Material)","57","PHP","57","PHP","","Kren's KitKat"
"19/05/2024","Expense","Wallet Cash","Gifts (Material)","56","PHP","56","PHP","","Kren's Dutch Mill"
"19/05/2024","Expense","Wallet Cash","Food (Junk Food)","95","PHP","95","PHP","","Monster Original 355ml"
"17/05/2024","Expense","Wallet Cash","Food (Restaurant)","110","PHP","110","PHP","","KFC Shared"
"15/05/2024","Expense","Wallet Cash","Food (Whole Foods)","63","PHP","63","PHP","","Eggs x7"
"15/05/2024","Income","Wallet Cash","Giveaways","0.02","PHP","0.02","PHP","","Delivery Freebie"
"15/05/2024","Expense","Wallet Cash","Household  (Items)","88.02","PHP","88.02","PHP","","Precision Screwdriver Set"
"15/05/2024","Expense","Wallet Cash","Household  (Items)","115","PHP","115","PHP","","Phone Assembly Tool Kit"
"14/05/2024","Expense","GCash","Gifts (Material)","180","PHP","180","PHP","","Kren's Game Thing"
"12/05/2024","Expense","Wallet Cash","Household  (Lost)","801.25","PHP","801.25","PHP","","Unaccounted for"
"12/05/2024","Expense","GCash","Household  (Internet)","101","PHP","101","PHP","","GCash Weekly Load"
"11/05/2024","Expense","GCash","Software (Subscriptions)","159","PHP","159","PHP","","YouTube Premium Monthly"
"11/05/2024","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","10","PHP","10","PHP","","EastWest to GCash Transfer Fee"
"11/05/2024","Transfer","EastWest HPL Game Design Corporation","GCash","1000","PHP","1000","PHP","","Transfer"
"10/05/2024","Transfer","Kren","Wallet Cash","920.5","PHP","920.5","PHP","","Assorted Groceries"
"10/05/2024","Expense","Wallet Cash","Food (Junk Food)","920.5","PHP","920.5","PHP","","Assorted Groceries"
"10/05/2024","Expense","Wallet Cash","Health (Supplements)","389","PHP","389","PHP","","Wellspring Melatonin Gummies x30"
"10/05/2024","Expense","Wallet Cash","Health (Apparatus)","106","PHP","106","PHP","","Vicks Inhaler"
"10/05/2024","Expense","Wallet Cash","Health","47.5","PHP","47.5","PHP","","Mefenamic x10"
"10/05/2024","Expense","Wallet Cash","Health (Medicine)","30","PHP","30","PHP","","Neozep Forte x5"
"10/05/2024","Expense","Wallet Cash","Health (Medicine)","21.25","PHP","21.25","PHP","","Biogesic x5"
"09/05/2024","Expense","GCash","Kren","3280","PHP","3280","PHP","","Kren Electricity Shared"
"09/05/2024","Expense","GCash","Household  (Electricity)","4000","PHP","4000","PHP","","Kren Electricity Shared"
"09/05/2024","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","10","PHP","10","PHP","","EastWest to GCash Transfer Fee"
"09/05/2024","Transfer","EastWest HPL Game Design Corporation","GCash","7300","PHP","7300","PHP","","Transfer"
"08/05/2024","Expense","Wallet Cash","Food (Junk Food)","299","PHP","299","PHP","","Dunkin Premium Munchkins 25pcs"
